x	y
37.9	40.1
69.7	23.9
69.7	23.9
69.4	24.3
69.2	23.8
66.7	8.65
50.7	17.9
67.2	7.16
68.8	23.5
67.7	22.8
67.6	16.6
48.5	22.3
67.8	16.5
65.3	3.8
66.2	11.4
67.5	15.1
67.1	10.8
63.2	20
67.4	9.26
67.8	6.81
68.4	7.7
66.7	8.13
69.4	9.56
47.1	6.77
65.4	3.23
63.5	19.1
68.1	11.3
55.5	15.4
54.6	15.1
59.6	18.7
69.8	10.2
-34.7	10.7
29.4	36
66.8	15.5
67.4	19.3
67.8	18
65.3	11.6
67.6	7.67
68	12.7
65.3	5.35
66.9	8.62
67.6	19.8
67.8	11.3
67.5	17.6
67.2	17.6
66.4	13.5
67.1	17.7
66.4	13.9
67.4	17.6
67.2	17.6
65	10.2
67.2	17.6
70.3	23.1
70.3	23.1
70.1	10.7
17.2	-4.12
68.1	5.23
68.5	5.64
69.9	9.08
67.8	5.04
68.7	5.96
70.1	9.97
69.7	7.93
-45.2	14.3
32.1	39.6
62	-2.71
62.1	-2.87
62.6	-2.59
28.9	44.9
18.7	4.25
64.8	7.29
66.1	9.83
59.7	-4.45
17.3	2.64
65.7	9.1
67.7	13.6
56.4	18.1
29	43.1
-4.9	22.3
37.2	36.5
66.6	6.06
54.1	14.6
48.9	7.25
-43.4	12.9
-42.8	13.9
-43.6	12.3
-27.2	36.2
53.2	29.6
52.3	37.3
52.3	21.9
59.6	18.7
45.6	7.24
60.8	20.3
37.8	39.4
55.2	14.1
-43	15.3
63.9	23.4
17.5	19.9
28.9	3.27
27.9	43.8
37.1	36.5
48.9	10.6
29.8	42.1
27.7	38.8
-63.4	13.2
-58.8	-0.396
-58.8	-0.427
68.4	24.2
62.2	15.3
52.4	12.9
31.4	19.2
35.4	12
42.3	-1.24
67.5	2.87
62.6	-0.93
62.6	0.544
66.6	6.06
63.7	1.71
70.1	22.7
67.4	12.9
66.9	12.9
64.1	-2.37
5.65	-24.4
-16.8	-22
-8.19	-22
-7.93	-23.7
-46.4	-13.4
-23.5	-25.9
-21.1	-22.5
-11.7	13.3
-9.98	-24.1
-6.07	11.1
-30	-26.6
4.76	64.6
-25.5	-19.5
-29.3	-28.1
15.9	-72.3
24.7	-8.74
-55.4	-4.63
22.8	-6.29
-18.1	-20.3
-23.6	-21.4
-22.3	-16.6
-7.11	12.7
-8.64	16.8
-8.99	-24.1
6.41	-33.6
16.4	-68.4
10.7	-34.4
-14.3	-25.7
-6.67	-23.3
-21.3	-49.6
-15.5	28.8
21.5	-5.66
-26.8	-20.8
-24.1	-24.9
-22.4	-17.1
5.86	-42.5
4.82	65.4
5.39	66.8
-22.4	-18.3
19.2	-64.6
4.03	-36.7
-23.8	-16.5
25.2	-43.7
-22.6	-17
-8.79	8.23
15.6	-48.4
-10.8	37.7
5.27	57.4
6.23	57.4
19.1	-36.1
-66.9	3.71
-13.4	11.7
-24.2	-20.2
13.9	-45.4
-16.9	-21.4
-11.5	-14.6
-19	-20.9
-24.5	-22.2
-30.3	-18.6
-2.06	-32.9
12.5	-5.01
-19.1	-36.5
-28.6	-25.6
-2.6	-65.1
-33.1	-22.9
-31.1	-23.2
10.2	-6.01
-22.9	-22.4
-23.5	-18.5
-13.2	-13.2
-25.2	-19.6
-28	-18.6
25.4	-43.4
13.6	-71.6
21.1	-64.8
12.3	-37.8
10.3	-5.46
3.95	-29.4
-28.1	-23.4
-10.6	-22.6
11.7	-33.8
-29.5	-28.7
-23.2	-17.7
-0.254	-35.6
26.6	-40.4
0.653	-36.8
-23	-17.5
4.82	65
-28	-26
16.9	-71.8
20.6	-67.9
-21.2	-51.6
0.728	-50.2
20.7	-66.2
20.5	-66.5
19.4	-68
20.8	-66.3
26.8	-52.3
19.7	-6.61
-8.28	15
-8.26	15.3
-9.11	11.8
-9.62	12.6
-27	-22
-7.76	-47.2
-21.3	-51.4
-13.2	-47.5
-31.8	-22.9
-30.4	-23.2
10.6	-6.76
-27.2	-34.2
-27	-34.1
-27.7	-45.3
-26.8	-33.4
-25.6	-42
-22.8	-18.4
-22.6	-19
21.1	-67.3
-25.9	-19.2
-24.5	-20.5
-23.5	-17.5
38.5	-6.69
1.16	-34.9
-12.7	18
26.6	-40.4
1.04	-35.6
-22.8	-17
17.3	-71.7
19.5	-68.7
18.7	-67.1
-9.61	21.4
-4.5	15.6
-6.68	15
-5.92	15.5
20.3	-67.5
19.9	-68.3
17.6	-71.4
21.2	-66.7
17.4	-72
16.2	-73.1
16.7	-72.6
16.8	-71.8
-25	-33.4
3.97	-66.8
3.85	-66.8
9.43	-45.3
-11.2	20.4
15.9	3.47
23.6	15.7
16.1	3.68
13.8	3.01
15.9	3.57
15	2.24
-45.7	-15.7
11.9	0.291
8.27	-0.98
6.27	-1.51
30.3	-2.94
-18.8	-33.6
35.5	-9.24
-21.2	-17.5
-8.21	-29
-23.3	-21.9
3.87	-25.7
-26.5	-21.4
4.68	64.5
-7.29	-22.7
-50	17.9
26.6	-7.94
-10.9	-23.4
-22.2	-17.6
-24.8	-26.6
-4.78	39.7
-8.67	-27
-13.9	13.8
-67.6	3.06
-21.8	-19
5.53	-32.5
3.87	-28.8
25.3	-41.3
-33.3	-22.4
10.1	-42.7
-6.72	10.8
10.1	-42.7
7.28	-1.84
-16.7	-22
20.8	-68
42.5	0.36
9.43	-2.07
14.9	-32.7
4.29	-21.4
-25.2	-19.2
-1.1	-74.8
-13.2	22.1
-8.72	14.6
-27.4	-21
4.81	64.8
60.9	-5.79
25.6	-42.8
-23.9	-20.3
-10.9	15.2
-11.1	15.1
9.71	53.8
-11.4	13.9
-33.1	-21.5
-32.2	-21.6
14.4	-40.4
-24.8	-20.5
-26.2	-19.1
-2.62	-40.7
-10.6	15.1
-15.5	20.8
19.9	-67.9
-11.4	14.2
-11.7	14.3
-11.8	14.8
-1.09	-28.3
-17.3	-32.9
-31	-21
-29.7	-27.4
-29.6	-27.4
-26	-23.8
-11.2	16
-25	-41.9
-40.7	31.5
-12.3	68.4
-7.92	64.4
-6.83	60.8
-10.5	68.4
-11.1	69
-11.1	69.2
-11.1	69
-7.21	65.8
-3.16	63
-4.97	62.8
-8.84	60.5
-11.1	69
-7.22	65.1
-6.92	60.4
-5.83	56.6
-5.93	64.4
-10.1	68.6
-7.62	64.6
-6.81	60.5
-31.6	21.4
-3.52	63.3
-4.96	62.8
-8.58	59.8
-51.5	31.5
-31.7	21.5
-7.8	64.6
-7.82	65.4
-6.08	61.1
-9.54	69.1
-7.92	66.1
-11.5	68.3
-8	65.7
-49.4	26.3
-8.49	59.7
-9.87	68.5
-11.1	69
-6.6	56.8
-7	58.7
-9.09	65.4
-5.99	64.4
-32.3	13.5
-9.6	69
-6.55	60.2
-7.06	60.7
-7.03	61.1
-5.74	62.1
-6.95	65.8
-25.7	51.1
-8.69	59.5
-35.1	19.3
-10.6	66.1
-2.68	63.2
-45.2	40.5
-44	39.4
-9.67	64.9
-9.43	65.9
-31.9	13.4
51.9	7.02
-23.5	23
32.1	17.7
-23.5	23.1
-21.3	29
-45	-3.21
59.4	13.1
-23.6	42.2
30.8	19.3
-24.8	42.7
40.3	28
-2.88	63.1
20.5	47
40.3	28
-11.4	67.7
-46.1	27.5
40.2	-1.61
-6.45	52.9
24.9	39.1
-28.3	31.9
-7.74	56.2
25.3	38.9
-7.84	55.1
-8.05	56.6
25.2	39.1
-7.81	65.8
-27.6	37.2
35	12.1
-44.4	26.4
40.8	-0.63
-35.8	19.9
-45.3	26.3
-45.5	26.8
-46.8	-3.79
-44.3	25.4
-31.9	12.6
-45.3	-5.94
51.9	7.02
52.1	7.09
52.1	7.09
59.4	13.1
30.7	19.4
-44.5	-4.89
40.3	28
-11.4	67.6
40.2	-1.61
35	12.2
40.8	-0.63
-9.99	66.1
-34.3	19
-6.1	57.3
-8.87	59.9
-45.3	25
-39.5	7.6
-3	63.1
-9.64	64.4
-11.5	68.3
-8.68	63.2
-10.5	65.3
-10.5	65.3
-10.5	65.5
-49.8	25.2
-48.7	24.9
-21.8	29.1
-3.65	61.3
-32.8	25.1
-46.2	36.5
41.9	-3.4
-9.23	65.4
41.9	-3.35
-32.2	14.6
-18.4	66.1
-39.5	7.36
-25.5	50.8
41.1	-0.301
41.1	-0.23
-9.91	66.9
-32.7	17
-13.1	47.1
-9.51	64.6
-9.17	65.4
-8.65	59.4
-8.92	60.3
-8.93	60.3
-4.24	61.7
-8.64	59.4
-9.75	63.2
-44.4	1.87
-10.5	64.6
-11.4	65.2
-6.58	60.4
-36	20.1
-5.9	61.6
-6.63	60.4
-45.2	-6.15
-45.4	-6.06
-8.59	66
-30.9	21.6
-12.1	64.8
-9.14	64
-9.92	68.1
-6.04	65.2
-45.1	5.81
-45.8	28.1
-48.7	25
-44.3	3.32
-44.3	3.67
-46.3	41.3
-45	26.3
-44	39.4
-53.5	-13.9
-6.69	60.6
-5.88	56.8
-6.7	62.3
-31.3	22.2
-44.5	19.8
-10.8	68
-44.2	21.7
-45.1	21.3
-28.5	-36.7
-40.5	21
-46.5	29.5
-6.49	60.1
-7.71	56.2
-28.6	31.8
-28.2	32.4
-43.5	25.9
-7.9	56.6
-21.3	29.2
-21.4	29
-21.5	29
-46.6	29.5
-45.2	27.3
-42.9	7.28
-31.3	21.2
-44.3	19
-46.1	-5.33
-6.59	60.2
-30.3	21.9
-8.68	67.6
-6.32	65
-12.5	65.4
-6.99	58.6
-9.44	64.6
-21.8	28.8
-11.7	66.3
-27.6	34.6
-12.8	65.2
-9.76	64.5
-5.02	62.4
-11.9	65.3
-5.24	63.8
-3.12	50.2
4.67	58.9
6.11	56.8
6.03	58.6
5.75	55.5
5.37	53.9
-13.1	46.7
49.4	17
49.3	17
-8.9	60.1
-6.73	62
-42.7	5.55
-11.6	65.2
-50.8	-14.4
-30.9	21.2
-6.7	62.7
-6.71	57.3
-45	1.64
-28	34.4
-11	69
-8.35	65
-6.54	57.1
-47.2	20.4
-46.7	18.7
-41	0.109
-46.7	20.3
-51.2	-14.2
-51.6	-14.3
-26.9	44.4
29.2	22.1
28.7	22.3
-24.3	44
28.7	21.5
28.7	21.7
-13.2	52.8
4.34	60.9
-9.26	65.1
-9.39	65.4
-6.7	62.3
-8.91	60
-31.9	18.9
-29.8	18.7
-41.7	13.7
-46.6	-7.94
-46.5	20.8
-9.61	65
-9.42	65.4
-22.5	28.4
-8.38	65
-10.7	65.7
-46.2	19.2
-11.9	65.7
-28.1	15.5
-6.68	62.7
-6.69	62.6
-21.7	28.1
-42.5	5.89
-45.8	20.8
-42.3	5.63
-29.5	19.3
-29.7	20.9
-29.7	18.8
-30.1	18.1
-30.9	21.5
-30.9	21.2
-31.1	21.5
-44.7	3.61
-50.1	24.3
-28.1	34.2
-44.6	3.66
-31.3	21.1
-29.7	32.5
-7.16	60
-23.3	28.9
-22.9	28.7
-9.08	64.1
-28.5	33.7
-45.6	29
-28.9	32.6
-27.8	34
-8.18	66.3
-50.6	-11.5
-51	-11.8
-46.1	20.9
-46.4	21
-41.7	14.1
-26.1	45.3
-28.8	18
-12.1	64.9
-7	59.4
-8.01	64.4
-43.3	30.5
-41.3	5.81
-28.8	18
-30.1	18.4
-29.9	18.7
-30.1	19
-30.6	18.8
-46	19.7
-44.6	2.45
-22.6	28.1
-18.4	66.1
-41	13.2
-25.6	47
-26.7	31.8
-23.4	29.6
-9.4	63.1
-29.8	21.6
-12.1	64.9
-12.1	64.9
-12.7	65.5
-46	25.1
-22.5	28.3
-22.5	28.4
-7.95	55.2
-47.5	-2.39
-23.3	29.3
-53.5	-13.3
-43.9	6.09
-47.6	23.7
-28.9	33.3
-29.2	33.1
-28.1	32.3
-47.6	20.8
-47.2	19.2
-49.7	24.9
-49.9	23.8
-50.4	24.2
-29.2	33.1
-31.3	21.1
-46.4	19.9
-46.3	-4.77
-48	-8.71
-47.1	-7.54
-46.2	19.5
-43	7.37
-28.2	34.9
-28.4	35
-28.4	35
-41.5	14.5
-43.1	7.11
-43.2	7.98
-46	25.3
49.8	44.2
49.8	44.2
59.9	10.2
61.1	11.4
60.5	9.58
60.1	8.81
58.6	5.13
58.5	5.23
-49.9	-9.73
60	0.22
4.13	-6.01
59.9	8.39
59.7	-0.7
62.1	11.3
62.5	12.9
62.5	11.7
16.5	-3.05
62.4	11.5
64.1	12.9
58.6	4.71
32	42.6
33.3	43.1
33.7	42.9
32.9	41.9
34.9	40.6
33.8	40.2
32.7	39.7
32.5	39.7
31.9	39.6
5.42	53.6
23.7	48.4
0.769	35.4
32.5	39.3
30.8	39.8
31.6	39.7
34.3	40.5
26.1	-17.6
26.1	-17.8
29.9	-0.198
50	1.03
-48.5	-5.63
47	19
58.9	22.4
-37.8	-7.48
51.1	0.0371
46.1	10.9
58.9	9.31
57	0.877
56.6	10.4
59.7	11.2
57.3	1.14
52	5.33
45.2	29.4
49.1	1.07
61.3	36.4
56.8	33.4
50.3	5.5
35	40.6
38.1	40.4
55	4.34
55.2	3.04
25.4	3.14
36.9	40.1
55.3	6.89
57.9	13.9
56.4	11.3
56.4	6.05
55.8	1.87
54.7	-1.79
55.6	1.21
53.8	2.19
60.4	12.9
-51	-16.9
18.4	0.374
14.2	-1.33
51.4	40.2
44.8	17.6
-16.3	-7.92
52	-2.69
-15.8	-8.65
41.1	11.5
53.3	4.12
58.7	11
53.9	4.43
54.4	0.17
54.6	-4.11
-5.12	4.67
29.2	11.2
59.2	18.4
57.2	15.2
58	15.4
58.2	8.48
57.3	3.94
55.9	-1.05
58	18.7
55.5	16
55.9	8.54
56.2	4.33
55	3.75
54.8	31.6
54.1	2.22
40.6	41.5
37.1	42
60	37.2
60.9	37.2
60.9	36.1
60.4	36.3
61.2	36.5
61.4	35.1
60.1	35.9
57.6	31.2
60.4	35.4
59.7	34.5
23.2	6.93
59.7	35.2
59.5	36.1
49.5	16.6
57.6	32
57.6	5.78
56.1	6.13
60.3	14.3
56.7	2.9
58.2	7.77
36.1	37.1
51.2	40.6
44.5	16.4
52.1	39.7
50.2	0.253
54.4	10.2
55.5	39.4
-15.8	-6.17
53.2	39.3
36	21
54.3	35.9
62.3	36.9
62.9	35.9
62.8	36.2
26.4	24.6
54	30.8
62.1	36.3
63.6	21
-50.7	-17.3
55.3	38.9
-16.6	-2.13
46.9	18.2
54.9	39
-22.5	-1.07
33.4	41.3
56.2	12.3
43	41.9
52	6.23
26.1	45.7
62.6	35.4
61.5	35.2
34.1	43
44.9	18
56.4	16.1
38.4	40.4
28	15.3
28.7	17.7
17.4	0.0261
52.6	34.3
52.5	34.2
52.4	34.4
53	34.1
51.8	34.3
55.4	36.2
58.7	36.8
58.6	36.4
27.6	22.1
27.6	22.1
-25.3	40.1
23.5	7.18
59.5	36.7
26.3	24.6
59.5	35.8
42	39.4
40.5	41.7
39.7	42.6
59.3	35.6
59.5	30.8
48.2	38.4
14	-3.56
56.9	8.96
29.8	5.43
40.5	42.3
38.7	41.8
57.1	16.4
57.7	19.2
56.9	15.9
58	16
57.1	8.76
56.7	4.06
55.6	-1.53
56.7	3.91
-37.2	-2.67
25.1	-4.24
-9.94	1.15
47.4	5.06
28	0.396
54.8	40
57.1	8.94
58.9	9.4
65.7	17.8
60.3	11.1
62.4	12.8
60.2	8.45
58.4	2.8
55.9	-1.78
1.61	-4.71
21.6	0.498
22.5	-0.677
60.6	7.5
32.5	40.7
-17.7	-11.3
23.6	5.25
56.5	36.3
58.5	22.5
58.1	9.84
58.1	10.5
56.7	2.2
53.9	1.33
56.6	1.25
57.5	11.1
16.1	-4.76
57.8	10.9
35.4	42.6
27.2	3.93
27.2	3.89
57	15.7
37.3	40.5
35.7	40.3
57.1	6.21
55.9	1.41
55	-1.63
41	2.55
43.5	22.8
27.2	2.83
-37.2	-3.03
27	1.72
1.43	-3.32
51	-1.74
24.3	-0.145
54	5.86
56	37.7
54.8	10.3
-16.5	-8.33
-16.5	-8.41
-17.7	-11
53.8	1.46
46.7	18.3
55.9	0.799
50.9	0.427
30.9	20.4
25.7	20.9
24.9	17.2
25.2	21.2
54.4	28
53.3	1.5
21.9	0.76
50.1	5.75
53.9	36.3
51.3	1.08
59.4	36.9
51.7	2.48
51.4	1.32
48.8	1.45
-14.5	-7.51
53.4	1.33
57.5	19.1
16.4	-1.78
56	34.7
61.2	13.6
56.9	4.62
56.8	0.755
53.2	-1.99
58	9.91
28.2	45.3
60.4	14.1
55.5	1.99
55.7	4.43
58.2	2.93
55.6	1.88
36.6	42.4
58.5	34.8
60.9	33
60.2	-0.14
34.7	40.9
59.8	37.7
60.2	30.7
58.2	32
56.8	36
23.1	6.66
60.6	33.4
58.4	7.18
58	7.37
57.6	6.62
57.7	6.73
54.3	-5.33
-15.7	-8.44
22.6	-2.33
-9.93	1.14
-51.8	-17
44	16.4
27.8	1.45
61	31.9
55.9	36.7
57.4	8.56
58.2	8.86
53.6	35
61	7.31
60.9	5.12
40.1	42.6
61.3	7.75
56.1	7.83
60.6	10.7
59.6	7.37
57.3	11.4
58.9	33.3
35.4	20.2
53.7	39.5
-19.2	-10.9
8	-7.08
54.1	-5.02
53.9	39.8
57.5	19.3
52	18.6
57.9	35.7
59.1	8.21
59.5	8.67
59	8.46
59.5	8.75
58.4	7.27
16.7	33.3
61.8	6.56
61.3	7.71
57.6	33.9
60.7	3.92
36.3	19.5
63.2	8.97
54	39.3
58.6	31.3
59	31.9
35.2	19.9
46.7	18.3
-70.4	2.58
-29.8	-21.3
17	-56.3
-6.8	-39.8
-90.6	7.74
-68	2.35
-72.5	1.15
-72.1	1.61
-16.2	-39.8
-24.2	-46.9
15.6	-59.1
-7.44	-66.6
1.48	-48.7
-9.32	-62.2
18.4	-61.8
-0.988	-66.3
-0.753	-42.4
-16.2	-50.1
20.2	-59.7
-2.27	-63.5
-1.48	-43.2
-10.9	-33.4
-18.1	-47.7
-19	-46.4
15.6	-53.8
-4.53	-36.1
-10.8	-57.2
-10.4	-57.5
-0.827	-44.9
-21.9	-42
-20.9	-49.7
-19.9	-38.1
16.4	-54.8
-14.7	-55.6
-13.7	-58.8
-7.75	-42.5
4.9	-48.7
-21.9	-43
-7.97	-51.2
-15	-46.6
17.6	-56.3
-14.2	-56.8
-3.6	-54.6
-5.51	-52.4
-0.19	-44.9
-22	-41.8
-14.2	-46.5
-18.5	-45.6
16.6	-54.9
-14.4	-56.2
-4.61	-52.5
-9.76	-56.3
5.06	-49.2
-8.47	-67
-14.2	-59.8
-15.8	-47.6
17.8	-57.1
-4.86	-68.8
-4.62	-71.6
-9.19	-55.1
18.1	-64.7
2.93	-65.2
5.08	-55.3
-7.36	-52.2
-7.97	-55.3
-6.17	-53.5
16.8	-61.9
-0.131	-57.7
-0.47	-58.4
-0.224	-56.7
-9.7	-33.4
-24.7	-35.2
13.5	-49
-15.4	-46.5
-0.437	-42.2
-16.4	-49.5
-27.9	-32.2
19.9	-59
-6.6	-62.1
-15.4	-50.5
2.12	-41.3
-21.7	-37.8
-21.3	-40.3
-21.4	-36
16.5	-51.2
-15.5	-46.7
-15.2	-46.9
-16.8	-48.1
-16.9	-22.9
-33.6	-24.2
-8.75	-54.5
14.9	-58.9
16.2	-70
13.9	-53.5
20	-6.16
10.6	-6.47
9.95	-4.73
14.7	1.49
4.44	-20.1
24.1	-44.1
14.3	-42.1
-73	1.46
8.62	-74.7
8.62	-75.6
-91.6	7.72
5.02	66.1
4.83	65.5
26.2	-50.2
26	-49.1
-16.9	23.2
-8.61	-55.9
-7.07	-67.7
18.3	-69.7
0.445	-69.6
11.9	-33.2
-14.5	-55.9
-8.2	-34.7
-16.4	-28
-31.4	-19.8
-30.2	-19.8
-51.4	14.4
18.4	-63.6
-3.54	-68.3
27.1	-7.78
14.5	-48.1
-2.45	-66.7
22.7	-58.6
15.4	-51.5
-15.3	-50.5
-5.95	-70
-5.81	-46.9
-23.5	-21.4
17.1	-69.3
-15.9	-38.5
7.69	-58.2
4.73	-55.5
3.32	-36.6
0.915	-59.2
-3.11	-43.6
-75.4	1.7
-71.1	1.24
-70.7	2.42
-24.4	-36.2
-0.68	-59.4
-19.9	-35.5
-19.1	-24.1
-7.92	-21.1
-46	-13.1
-46.2	-12.8
-13.7	-59.3
-14.2	-56.3
-22	-42.4
-21.1	-49.4
-21.9	-42.3
-2.59	-68.9
4.32	-57.4
-0.421	-62.7
14.2	-50.6
3.9	-52.8
-6.27	-66.6
-8.28	-40.8
-16.1	-46.6
-15.4	-47.5
-5.35	-29.5
-22.8	-26.2
-6.62	-39.7
-12.2	-31.5
-20.9	-44.7
-23.7	-38.4
-18.2	-42.3
13.2	-54.7
-4.53	-34.7
-12.7	-56.6
-14.7	-50
-11.1	-48.5
0.157	-43.3
-21.8	-37.5
-31	-25.2
16.2	-52.7
-20.7	-41.5
-16.2	-48.3
14.9	-65.4
-2.55	-68.7
-2.52	-68.8
-4.47	-69.1
15.3	-66.2
-2	-69
-1.94	-69.2
-3.25	-69.8
17.5	-63.8
-15.1	-28.6
-25.4	-35.9
-6.16	-67.5
2.67	-65
-4.48	-68.5
4.32	-52.1
17	-59
3.78	-47.6
-16	-46.8
15.5	-53.4
-10.2	-54.3
1.49	-69.5
-19.9	-43.4
16.2	-69.7
-7.31	-34.2
17.3	6.16
17.2	5.71
17.3	6.05
17.2	5.69
14.5	1.83
15.4	3.7
17.1	5.45
-2.4	-70.5
-4.13	-69.7
-49.7	31.1
-52.8	21
-52.8	21
11.8	-33
-96.1	7.3
16.6	-64.9
21.8	-63.7
19.5	-57.5
14.1	-68
14.7	-68
16.7	-64.2
20.9	-60.7
21	-61.2
12.5	-69.4
5.67	-66
-0.294	-69.8
12.9	-72.7
15.1	-58.3
13.9	-70.7
14.7	-69.4
15.3	-68.8
15.6	-54.5
13.5	-73.2
13.8	-73
14	-72.3
22.2	-63.5
21.9	-63.7
21.8	-61.7
23.2	-60.6
22.4	-56.9
15.1	-66.7
15	-66.1
15	-67.2
14.3	-70.9
-67.2	3.46
-67.6	2.96
21	-6.39
0.109	-69.2
13.9	-72.2
13.8	-69.8
1.97	-61.2
-7.12	-57
-8.53	-55.3
21	-61.1
12	-51.3
-11.7	-33.7
2.61	-46.7
14.8	-68.5
4.58	-51.7
4.62	-51.2
4.28	-51.3
3.29	-58.7
-2.39	-42.9
0.227	-62.5
13.8	-70.3
14.3	-69.1
2.12	-46.6
-11.3	-35
2.13	-62.4
16.7	-64.2
20.9	-60.7
-4.02	-63.6
-6.96	-57.6
-3.56	-67.7
13.4	-73.1
12.3	-72.7
13.7	-73
-2.15	-63.8
13.6	-68.9
14.1	-68.5
13.2	-68.5
14.3	-67.9
-6.69	-62.3
-1.6	-62.4
-2.67	-67.2
13.9	-68.1
-1.54	-62.7
-29.1	-22.2
-67.8	2.68
13.2	-73.1
14.5	-71.5
-16.1	-48.2
19.6	-59.3
-2.84	-70.3
15.2	-68.1
-0.603	-59.3
-5.13	-68.8
14.3	-71.1
13.1	-73.1
4.89	-49.9
-20.9	-42.5
-1.75	-62.7
5.07	-54.5
20.2	-55.3
17.7	-60.1
1.58	-59.7
2.06	-63.3
17.7	-60
2.13	-59.6
19.2	-62.4
-4.69	-31.7
23.8	-47.9
-31.5	-22.5
-25.2	-36.4
-5.35	-63.7
-30.7	-22.7
-25.5	-35.8
-5.26	-63.7
7.71	-35.9
-14	-30.2
15.9	-65.1
-2.87	-67.7
-2.47	-68.3
-7.62	-66.8
-14.2	-59.9
-7.53	-67.3
-7.25	-65
2.7	-58.8
-7.09	-64.6
-23.7	-48.2
-22	-48.4
-24.3	-47
-31.9	-21.3
-1.19	-71.1
43.7	24.4
16.3	36.7
16.2	36.5
26.9	-37.5
27	-52.9
34.9	3.56
35.4	3.62
43.6	30.6
43.7	30.4
41.8	34
42.8	31.4
45.6	30.8
43.5	32.2
42.4	31.3
43.1	31.6
39.6	32.1
24.7	40.9
47.4	34.7
48.5	31.7
47.7	14.1
65.1	23.5
63.4	22.9
47.9	31.7
47.9	31.7
33.5	-12.6
33.1	-12.3
38.8	-0.894
33.9	-2.13
33.9	-6.74
31.3	-11
33.6	-10.8
46.2	30.3
51.8	24.4
35.8	3.43
37.5	-18
37.5	-18
29.5	-12.7
29.5	-12
49	23.2
46.2	27.1
46.4	26.9
49.9	26.4
48.5	26
51.7	27.3
46.7	25.9
47.1	26.2
42.6	21.2
43	20.6
44.2	30.4
45.1	29.9
53.6	22.3
53.5	22.4
17.9	48.6
17	50
37.3	-14.9
36.5	3.06
46.4	35.3
44.2	33.5
44.3	34.7
43.4	34.7
44.5	33.8
43.3	35.8
22.7	40.9
19.6	45.7
46	35.3
45	35
