x	y
44.7	33.1
44.1	33
37.4	8.27
35	-6.7
29.9	20.7
45.5	21.1
68.2	28.1
48.4	30.1
48.5	29.3
43.7	36.6
48.6	29
43.2	33.3
41.6	34.5
20.2	45.7
21	45.8
42.4	28.2
41.9	34.3
43.1	27.2
44.6	23.8
11.1	56.3
10.4	55.9
13	54.2
14.1	54
11.9	54.9
10.4	55.7
19.1	-3.68
48	32.2
48.8	31.8
47.9	32.1
49.2	31.1
40.9	-6.19
47	14.1
48.2	26.4
47.9	26.5
24.6	44.8
19.4	49.1
19.4	49.1
45.3	30.7
52.6	23.8
51.1	25.3
18.7	47.1
37.3	7.9
19.5	45.5
39	29.8
24.6	42.9
17	44.6
16.7	49.5
14.8	50.5
13.1	51.9
18.3	49.6
36.3	-2.02
34.9	-1.8
39.8	2.81
39.9	2.41
38.9	2.25
37.4	1.12
40.6	2.65
36.2	-0.28
36.5	-1.04
35.6	-2.21
35.4	-1.5
27.1	-6.03
38.2	1.15
18.5	50.4
38.6	28.1
38.6	28.1
32.2	-21.7
32.6	-20.4
36.3	31.6
35.3	32.5
41.2	26.4
42.1	25.2
42	28.6
42.2	26.7
17.7	49.3
21.4	46.8
54.4	24.7
54.2	24.8
14.3	51.7
17.2	48.8
53.2	23.2
59.5	20.5
32	-23.5
32	-23.6
40.4	30.8
4.32	23
45.4	2.15
55.7	24.4
55.8	24.4
53.3	23.9
49.5	9.58
15.9	47.8
16.2	47.8
41.2	26.5
42.5	24.9
39.9	-1.42
54.3	22.5
-26.2	8.16
17.1	45.1
17.1	44.8
13.9	50.6
12.1	54.2
17.7	48.3
11.3	54.1
-19.1	24
42.5	-5.32
48.1	13.5
28.3	-53.2
50.5	35.6
50.6	35.4
42.9	-6.08
12.5	51.2
15.3	48.6
33.5	33.2
39.8	36.4
34.3	-19.1
35.2	-16.4
24.8	44.3
15.6	51.6
50.5	27.2
18.1	50.6
37.6	-5.37
39.2	-1.9
18.1	50.7
46.8	8.35
45.3	4.12
43.6	-4.39
43.4	-4.34
43.2	-5.15
47.3	14
43.4	-5.33
43.2	-5.83
42.4	-5.27
-38	20.7
51.9	9.5
21.3	43.3
12.7	53.4
18.7	46.1
17.5	49.5
13.7	50.3
15.6	50
45.5	23
46	22.7
41.7	26.8
43.5	26.4
40.6	28.7
41.7	28.1
49.9	19.6
49.9	19.2
-31.5	29.3
50.7	22.2
23.5	-0.498
55	22.3
55.6	22.2
49.7	22.2
57.1	22.9
41.4	29.3
22.6	46.3
49.9	21.1
53.2	20.3
-14.3	1.53
-16.7	-12.4
14.5	49.9
35.9	2.42
36	2.42
44.1	35.7
43.6	36
44.2	25.2
34.3	32.8
36.7	-13.8
36.5	-13.7
29.6	40.3
38.5	5.38
40.4	5.04
39.1	0.638
26.7	39.1
26.7	39.1
33.9	-21
47.5	0.113
20.7	49
15.6	52.7
15.6	52.9
40.9	4.98
38	4.1
36.9	38.5
52.1	37.3
52.6	37.7
52.5	37.6
51.5	32.5
52.7	37
62.2	37.4
52.2	41.1
32.4	-21.5
33	-18.2
26.8	-0.0384
16.4	51.6
16.4	51.7
42.2	1.87
42.8	2.42
40.5	0.519
40.6	0.601
34.7	-1.28
35.8	-0.95
35.9	-1.06
24.4	-7.02
23.8	-7.96
18.8	2.61
45.5	11.1
44	2.59
17.8	-10.1
44.5	2.96
36.8	8.74
45	3.29
33.8	-4.9
30	-9.3
-16.6	-12.7
28.9	3.3
34.5	9.83
7.38	21.5
49.5	17.2
50	9.19
-42	6.84
30	4.31
-44.7	20.2
29.6	3.8
-42.2	14.3
29.4	3.91
-27.5	33.8
11.9	22.5
-43.3	5.97
30.4	3.96
44.8	3.99
16.1	-8.48
23.7	0.0622
18.5	-3.31
24	-7.5
17.3	-10
44	3.88
16.7	-9.47
18.1	-7.12
17.3	-8.43
46.6	4
49.9	8.66
24.4	-7.11
24.3	-7.23
22.2	-3.71
15.8	-8.03
-16.5	-12.8
-21.6	-14.5
27.1	-5.57
26.1	-5.55
25.1	-7.01
-43.1	5.21
23.6	-2.89
37.7	33.8
37.5	34.1
35.8	33.4
35.8	33.2
17	51.8
20.9	49.2
11.3	55.6
17.4	52.1
43.9	22.8
35	31.5
51.9	25.5
51.1	26.2
52.9	24.9
-24	41.9
45.5	24.1
50.3	21.1
34.1	9.12
37	9.19
51.2	26.1
42.9	27.6
35.5	-22.7
37.7	27.6
18.9	46.2
46.8	33.3
48.4	31.2
-1.41	11
-1.03	11
34	-22.2
35.1	-17.4
36.1	-21.2
14.3	50.9
13.7	51.5
18.5	49
14.5	51.5
13.1	52.2
12.8	52.4
50.8	24.4
39.5	38
54.5	24.9
50.1	23.8
49.7	23.5
50.4	24.7
52.2	24.5
50.7	24.5
40	37.7
53.7	25.1
54.1	25
49	27.2
47.4	23.6
41.7	22.6
38.5	37.2
14.5	53.3
13.9	53.5
22.3	47.8
26.4	45.3
35.4	41.4
19.4	50.3
24.6	46.6
56.4	22.4
56.3	22.6
34.4	-11.9
33.8	-11.8
38.3	2.28
39.6	3.2
35.6	-0.481
35.3	-0.597
18.6	48.8
20.8	47.9
22.5	45.1
25.5	44
11.4	54.7
9.33	56.3
10.7	55
17.7	51.7
16.8	52.5
14.9	53.4
8.79	56.8
32.3	-7.94
24.9	-6.32
18.9	45.7
21	46
55.6	26
55.5	25.9
17.2	33
16.7	32.5
52.7	29.1
39.6	38.8
52.8	28.9
53.4	27.1
51.4	22.5
53.5	26.8
52.3	37.3
27.5	37
38.4	36.1
4.38	58.2
52.5	27.5
37.9	38.4
37.8	37.6
33.9	35.6
37.9	37.6
38.5	37.7
60.4	36.9
50.9	23.1
51.5	22.7
54.8	24.3
51.7	22.4
13.1	51.3
16	49.7
20.9	44.8
18.2	48.1
13.9	52.4
18.4	48.2
16	50.7
51.9	36.9
50	20
13.3	53.8
22	48
23.1	47.2
52	36.7
14.9	49.9
34	-0.794
59.2	13.2
21.2	43.6
55.4	25
55.6	24.8
43	26.8
44.8	25.3
15.4	48.9
21.9	-3.33
26.8	-0.484
26.7	-0.466
61.3	35.1
59.5	22.6
51.7	6.27
51.6	6.47
21.6	45.4
21.4	45.4
3.67	64
23	44.9
23.3	44.8
2.69	21.7
50.5	39.1
50.1	37.7
16.5	35.9
17	33
-32.9	25.3
-45.9	35.8
54.2	24.2
34.2	42.6
49.8	44.2
52.7	26
-42.8	16.3
50.7	24.7
49.4	24.1
35.9	41.4
21.6	48.5
18.4	51.5
16.3	52.9
38	37.9
37.5	-15.9
51.7	24.2
9.78	56.4
30.3	-6.74
43.9	4.39
3.82	35.9
19.1	51.8
41.4	10.6
-30.1	27
57.8	22
-26.5	7.99
37.7	27.7
51	40.6
36.7	8.38
-17.7	1.02
35.1	-0.975
33.6	-5.09
37.6	-15.4
37.4	6.93
4.34	63.9
48.3	23.4
35.6	43
51.6	24.5
31.6	-23.7
39.1	29.7
16.2	36.5
27	-52.9
35.4	3.67
43.7	30.4
42.8	31.4
43.5	32.3
43.1	31.6
24.7	40.9
48.5	31.7
65.2	23.6
47.9	31.7
33.1	-12.3
38.8	-0.903
33.6	-10.8
33.9	-6.74
51.8	24.6
37.5	-18
29.5	-12
51.7	24.3
45.8	25
46.4	26.9
45.6	24.9
45.6	24.9
52.2	26.5
53.4	24.4
53.3	24.6
48.5	26
47.2	23.8
47.2	26.2
46.5	24.5
46.5	24.5
45.1	29.9
53.6	22.5
17	50
21.4	45.4
36.5	3.06
11.1	56.4
24.3	42
46.7	35.3
44.2	33.5
43.4	34.7
43.2	35.8
45	35
44.1	33
35	-6.7
45.5	21.1
48	30.6
48	30.4
48.5	29.3
46.9	24.3
41.6	34.5
21	45.8
41.9	34.3
44.6	23.7
10.4	55.9
14.1	53.9
14.1	54
10.4	55.7
48.8	31.8
49.2	31.1
47	14.1
47.9	26.2
19.4	49.1
52.7	24
24.6	42.9
16.7	49.5
13.1	51.9
34.9	-1.8
39.8	2.81
38.9	2.25
37.4	1.12
36.7	-0.953
35.4	-1.5
38.6	28.1
32.6	-20.4
35.3	32.5
42.2	26.7
21.4	46.8
11.4	54
59.5	20.5
55.8	24.5
49.6	9.69
16.2	47.8
50.1	37.7
42.5	24.9
17.1	44.8
12.1	54.2
11.3	54.1
17	33
50.6	35.4
15.3	48.6
39.8	36.4
39.2	-1.9
43.4	-4.36
51.9	9.5
14.3	52.7
17.5	49.5
15.6	50
46	22.7
43.5	26.4
41.7	28.1
50	19.3
55.5	22.4
57.1	22.9
36	2.42
43.5	35.9
34.4	32.8
36.5	-13.7
29.8	40.2
38.1	4.01
26.7	39.1
47.5	0.113
19	50.4
15.6	52.9
36.9	38.5
51.2	39.4
13.4	54.5
33.7	46.8
52.5	37.6
33.8	47
33.8	47
62.9	37
33	-18.2
16.4	51.7
35.1	-0.975
44	2.59
17.8	-10.1
44.5	2.96
36.8	8.74
45	3.29
33.6	-5.09
33.8	-4.9
30	-9.3
50	8.85
15.8	-8.03
23.4	-8.08
25.2	-6.64
7.38	21.5
33.1	12.5
20.9	49.3
11.3	55.6
37.5	34.1
35.8	33.2
35	31.5
52.9	24.9
50.3	21.1
37	9.19
-1.03	11
13.7	51.5
18.5	49
12.8	52.4
49.4	24.1
39.7	37.9
49.7	23.5
52.2	24.5
40	37.7
54.2	25.1
21.6	48.5
41.7	22.6
48.6	23.2
13.9	53.5
26.4	45.3
19.4	50.3
24.6	46.6
57.4	22.7
33.9	-11.7
35.3	-0.597
20.8	47.9
25.5	44
36.2	8.15
10.7	55
10.1	55.2
24.9	-6.32
21	46
55.5	25.9
16.7	32.5
52.8	28.9
53.4	27.2
52.3	37.3
27.5	37
38.4	36.1
55	23.9
51.8	22.5
16	49.7
13.9	52.4
16	50.7
23.1	47.1
55.7	24.9
44.8	25.3
26.8	-0.408
59.5	22.6
42.1	25.2
36.4	-2.05
35	-3.19
35	-3.19
39.5	2.49
39.5	2.48
39.9	2.38
39.8	2.26
39	2.17
37.4	1.07
37.4	1.07
36.5	-0.232
38.8	1.34
38.8	1.34
35.7	-2.29
35.6	-1.5
35.6	-1.5
51.5	32.6
33.5	45.1
34.1	44.3
34.1	44.3
34	47.2
48.5	31.2
35.1	-17.4
36.1	-21.2
23.3	44.8
35.2	-16.4
45.3	4.12
60.4	36.9
29.6	3.83
29.5	4.07
3.49	64.6
50.5	25.8
50.5	25.8
29	3.11
50.9	-1.45
46	21.3
42.8	-6.27
31.4	30.1
66.8	23.3
33.4	45.6
45.3	3.19
17.6	11.7
66.8	23.3
46	21.3
17.6	11.7
50.9	-1.45
42.8	-4.82
51.5	40
46.3	30.2
44.8	-4.19
51.4	19.7
-42	24.2
-15.8	-1.72
37.1	32.5
22.7	0.938
16.9	36.9
12.2	54.8
43.5	24.8
5.85	59.2
26.1	21.4
26.1	21.4
47.6	35.6
48.3	35.6
48.3	35.6
40	29.8
49.7	26.6
32.9	-16.2
32.1	-20
5.37	60
16.5	44.4
51.3	37.6
42.4	37.4
6.47	57.6
51.1	38.9
48.5	30.5
49.3	37.3
5.03	61.1
21.8	0.739
37.4	27.5
13.8	38
39.7	29.1
42.8	-5.34
-13.9	17.1
45.1	13.2
12.7	19.2
33	-0.179
42.7	-5.9
43.7	-3.74
23.9	45.5
25.4	45.5
43.3	-5.29
-2.08	-21.7
29.4	-12.7
-13.6	3.93
-38.4	6.49
-35.7	44
-46.3	42.3
-46.3	42.3
-46.3	42.3
-45.1	36.1
-46.6	40.7
-46.6	40.6
-48.5	36.9
-46.1	37
-28.2	46.5
-28.2	46.6
-48.3	37.7
-47	38
-46.6	37.6
-48.4	37.9
-49	36.8
-44.7	41
-44.6	40.9
-44.7	41
-49.2	36.7
-45.6	37.4
-41.7	-2.76
-52.5	6.58
-52.5	6.8
-53.2	36
-53.2	35.6
-53.3	35.9
-53.4	36.1
-58.8	16.9
-54.3	4.72
-52.5	39
-53.4	33
-52.6	33.7
-52.1	34.1
-51.2	34.6
-53	33.3
-15.3	-0.445
-38.6	6.23
25.6	-11.4
-15.4	-0.482
-15.2	0.116
15.6	-6.03
-37.9	7.3
-37.9	7.3
31	-11.3
-25.9	-17.6
-58.7	29.7
-59.8	-0.278
-59.4	-0.555
-56.6	11.5
-24.4	-18
-51.4	-15.6
-6.94	-21.1
16.7	-9.53
54.8	23.6
-55.8	30.9
-56.1	31.2
-56	31.2
20.4	-10.8
-42.6	19.4
31	0.0569
-55.9	31.7
-58.5	30.1
-58.4	30.1
-53.5	32.9
-53.4	33.5
-53.5	33.8
-55.2	29.9
-57.6	30.5
-57.5	30.6
-57.9	30.4
-52	35.2
-51.8	34.3
-65.4	5.99
-52	32.3
-52.1	32.2
-52.5	33.5
-55.5	31.4
-62.8	-12.1
-12.6	9.23
-47.6	38
-56.4	6.27
-39.9	39.6
-16	0.814
-28.2	46.6
-48	38.1
-48.5	37.8
-48.3	39.1
-38.5	6.38
16.5	-7.54
-58.6	29.9
-63.3	1.78
-25.8	48.5
-53.2	36.5
-40	39.6
-55.3	30
-49.4	37
25.7	-11.4
49.6	9.69
-15	-0.21
27.4	-36.7
-53.8	35.8
-49.2	37.9
-46.6	40.6
-48.3	37.7
-44.6	41
-44.7	41
-44.6	40.9
-44.7	41
-49.2	36.7
-53.3	35.9
-53.4	36.1
-61.7	16.6
-52.6	33.7
-52.1	34.1
-54.4	32.4
-58.4	30.1
-53.5	32.9
-53.4	33.5
-54.9	34.5
-57.5	30.6
-57.9	30.4
-52.1	32.2
-56.4	6.27
-53.5	36.2
-53.2	36.5
-47.7	36.6
-53.4	33.5
-54.4	34.4
21.9	-55.2
-19.3	-23.6
-17	-24.6
-73.7	1.1
-73.8	1.29
12.7	-46.7
0.169	-35.4
-21.7	-30.6
10	-46.5
-24.2	-47.2
-4.51	-44
10.8	-48.8
-16.7	-53.5
-3.02	-46.6
-16.4	-26
-21	-36
11.6	-46.1
-9	-52.4
-29.5	-19.7
-55.5	-4.31
5.13	-42
-26	-35.5
-7.02	-62.3
-1.28	-61.9
-8.79	-38.9
-9.96	-24.4
19.6	-51.2
-10.6	-61.8
9.48	-49.8
-12.6	-48.5
10.3	-47.4
-10.2	-44.2
12.1	-35.7
-10.3	-43.7
15.3	-50.1
14.4	-49.1
-23	-29
-1.08	-74.1
-2.76	-74.5
-1.02	-72.9
22.6	-55.8
0.0773	-61.3
2	43.8
9.87	-75.3
4.58	65.3
5.66	67
5.22	66.6
24.3	-62.4
26.6	-46.4
-26.5	37.6
-7.37	-69.5
-30.9	0.787
12.6	-75.2
12	-75.4
-91.4	8.09
-3.64	-74.7
-28.9	-46.7
-7.34	-24
-18	-23.3
33.8	10.9
-23	-19.6
-8.7	-42.6
-30.5	-18.5
-33.8	-22.1
3.38	-26.7
-9.6	-22.7
-9.27	-22.1
9.34	-40.1
-10.8	-43.4
-12.4	-43.2
25.5	-41.9
-8.35	-42.9
14.5	-42
5.77	-40.5
-22.7	-17.5
19.1	-43.7
4.85	-40.1
6.2	-37.7
-22.8	-36
-24	-34.8
-19.6	-39.4
-11.7	-51.6
-12.8	-50.8
-10.8	-52.7
-25	-34.7
-13.6	-51.4
-8.77	-43
-6.32	-44.2
-29.8	-23.9
-18	-44.3
-23.2	-28.6
-21.9	-30.1
-9.04	-43.4
-3.01	-45.8
-23.6	-27.7
-22	-28.7
-19.3	-45
-12.9	-43
-10.1	-43.5
-30	-22.4
-27.6	-24.8
-15.1	-42.1
-18.3	-40.3
-10.7	-44.7
-18	-41.2
-25.7	-27.9
-22.2	-30.9
-6.46	-55.2
-12.4	-43.8
-4.1	-46.4
-11.7	-44.3
4.89	-37.5
-12.4	-42.1
-0.383	-33
-11.3	-46.5
6.11	-39.1
-11.1	-46.8
5.88	-38.6
-11.8	-44.7
5.08	-37.8
-9.17	-50.5
7.16	-39.6
-1.18	-67.4
-1.51	-67.3
-0.708	-67.6
-0.862	-67.7
-1.13	-67.5
-0.344	-67.8
4.89	-37
-0.0406	-33.3
5.54	-37.6
6.27	-38.6
6.01	-38.5
9.86	-39.9
-9.88	-50.4
-11.3	-48.7
-8.81	-51
-9.73	-50.8
-5.03	-54.6
-9.34	-62.7
-9.7	-62.8
-8.69	-62.7
-7.05	-65.8
-6.07	-70
-8.13	-63.4
-9.98	-63.4
-16.6	-53
-8.6	-64.1
-8.23	-64.3
-9.06	-63.5
-6.42	-65.4
-10.2	-51.9
-11.9	-47.2
-9.9	-54.4
-3.95	-59.2
-5.44	-56.4
-3.73	-60.8
-22	-33
-22.9	-32.6
-19.9	-34.2
11.9	-49.8
-10.8	-50
-9.43	-45.3
-12.6	-44.3
13.1	-49.6
-8.87	-52.6
-3.84	-47.2
-16.7	-38.4
-18	-37.2
-12.9	-40.1
12.1	-49
-10.3	-49
-3.75	-47.9
13.3	-51.8
-9.91	-53.3
1.57	-50
-6.7	-51.1
12.7	-47.3
12	-46.5
13.4	-47.6
-3.93	-58.8
-1.26	-69.8
-1.58	-69.9
-1.02	-69.8
-20.7	-37.3
-11.7	-29.7
-11.5	-36.9
-21.2	-32.6
-24.8	-19.7
12.1	-42.9
-7.25	-53.1
-8.39	-52.7
-5.06	-55.1
15.3	-50.2
14.6	-49.6
15.9	-52.4
17.6	-58.1
16.7	-58.4
19	-57.2
-9.9	-48.4
17.7	-61.6
17.5	-61.5
18	-61.6
-11.8	-46
4.02	-41.2
3.02	-40.7
5.3	-41.3
-8.78	-31.2
-24.7	-33.9
-10.3	-30
-25.8	-32.1
-7.32	-32.9
-23.4	-35.2
-15.4	-27.9
-25.5	-32.1
-12.4	-28.8
-28.2	-27.2
-17	-25.7
-22.4	-29.3
-14.9	-26.3
-29.6	-24.6
-11.5	-30
-24.2	-29.1
-12.1	-29.4
-24.8	-28.6
-10.6	-30.5
-23.6	-29.8
-11.4	-27.9
-29.4	-25.7
-14.8	-25.9
-30.3	-24.4
-8.55	-29.5
-27.4	-29.3
-0.45	-47.7
-1.98	-47.1
4.41	-48.8
-22.3	-22.6
-28.1	-24.5
-28.9	-23.7
-24.2	-21.6
-29	-23.7
-29.7	-22.9
-18.6	-24.1
-26.2	-27.2
-27.6	-25.2
-28.1	-21.6
-30.6	-21.8
-31.2	-21.8
-23.4	-22
-28.3	-24.7
-29	-23.2
-25.5	-21.3
-30	-22.6
-30.2	-22
-20	-23.3
-27.2	-25.7
-27.7	-24.6
-28.9	-21
-31.2	-21.1
-30.9	-21.8
-13	-29.8
-23.9	-33
-28.6	-24.5
-14.6	-28.7
-24.5	-28.9
-29.7	-23.5
-12.3	-30.4
-23.7	-36.6
-27.2	-26.3
-26.6	-22.5
-29.2	-23.7
-31.7	-21.6
-6.88	-53.4
14	-49.1
-0.242	-41.5
-15.8	-49.9
2	-42.5
-13.6	-51.3
-1.01	-43.7
-16.7	-41.1
-4.59	-32.7
-1.54	-43.1
-17.2	-40.3
-5.11	-31.9
-0.707	-44.1
-15.7	-42
-3.98	-33.5
6.11	-49.1
-3.69	-34.1
4.5	-48.3
-4.09	-33.7
9.02	-49.1
-3.34	-34.4
1.1	-41.4
-12.9	-50.6
-0.205	-40.8
-14.2	-49.3
3.7	-42.4
-11.5	-51.8
12.8	-48.2
-8.7	-66.5
5.94	-49.6
-15.8	-42.7
-4.78	-42.7
5.43	-49.4
-17.7	-42.1
-8.28	-37.5
-24.7	-47.2
6.35	-49.9
-12.3	-45.8
-4.46	-43.5
2.57	-50.3
-14.6	-51.1
15.4	-51.8
5.33	-50
-7.02	-35.4
-23.7	-34.7
-7.65	-32.5
-24	-31.4
-8.74	-35.2
-21.1	-36.6
-9.26	-29.3
-22.5	-33.3
-8.43	-35.6
-18.4	-41.2
-17.5	-24.8
-26.3	-29.7
-12.5	-30.4
-21.5	-36.3
-27.7	-28
-12.3	-30.2
-21.5	-34.3
-28.4	-31.8
-12.7	-30.5
-21	-38.8
-27.2	-29.2
-19.7	-30.5
-26.5	-31.6
-29.8	-25.4
-3.17	-38
-17	-41.6
-6.36	-35.3
-19.3	-38.3
-27.9	-32.7
-0.526	-43.5
-14.9	-45.5
2.93	-53.3
2.79	-53.1
-2.69	-60.5
-1.42	-61
-2.52	-46.7
-2.46	-52.8
-6.67	-44.5
-15.7	-45.9
-18	-41.2
10	-46.2
-8.01	-36.8
6.11	-41.5
-4.78	-46.2
10.8	-47.1
-1.59	-69.8
3.91	-56.4
5.18	-53.8
-10.3	-45.9
0.59	-49
-1.86	-69.8
-1.2	-69.7
11	-47.3
13.2	-48
15.9	-50.6
15.6	-49.9
16.7	-50.6
4.63	-50.1
-11.3	-52.7
-14.4	-44.6
-17.1	-40.4
-11.7	-43.8
-14.4	-41.6
8.31	-48.8
-0.48	-47.8
61	15.2
61.6	15.4
66.7	18.4
63.7	19.2
64.5	19
18.5	3.78
13.1	-0.221
65.6	19.2
8.45	-4.35
24.6	21.3
14.9	-0.72
52.2	-4.44
60.2	32.8
71.1	22.5
-21.6	27
16.4	-0.406
70.6	23
18.8	4.18
57.7	0.867
16.5	1.54
65.1	12.5
66.7	33.9
-43	37.4
-52.2	-15.1
-41.9	30.4
25.7	37.4
9	-2.52
65.6	34.2
7.28	29.8
50.2	30.1
17	40.8
17	40.5
16.9	40.5
-3.51	61.9
7.53	-2.4
9	-2.55
9	-2.55
8.09	-2.56
24.5	21.3
-12.9	56.9
16	1.11
-12.2	56.3
17.1	40.4
41.4	31.3
41.5	31.3
16.6	39.9
-27.5	46
63.3	36.2
60	33.3
-43.1	42.3
-44.2	41.4
-40.4	-0.332
70.9	23.5
71.1	23.9
70.9	23.5
71.8	23.7
71.9	23.8
68.5	27.9
71.4	24.5
63.8	23.2
63.7	10.3
3.06	60.4
68.5	27.9
15	35.3
57.6	-2.29
37.7	19.9
37.7	19.9
37.6	19.9
66.9	21
57.5	-2.3
61.7	-3.77
62	-4.29
62.3	-4.18
61.8	-3.85
61.3	-3.8
61	-4.25
61.5	-4.32
61.6	-3.57
57.7	-2.29
62.7	-3.8
61.4	-4.34
63.4	-3.36
62	-4.37
59.7	16.9
62.4	-3.46
62.3	-4.22
33.6	44.2
63.1	-3.35
70.5	25.5
62.3	-3.63
58.7	-5.46
61.9	-3.54
63.2	9.91
62.4	-3.39
62.6	-4.13
19	4.59
66.2	14.9
51.4	14.1
62.6	-4.15
61.6	-3.25
67.2	12
70.9	25.6
65.5	13.2
65.8	13.4
68.8	24.7
63.7	13.9
63.7	13.9
66.3	19.9
66.5	10.2
70.9	25.6
61.1	-3.72
62.7	14.6
64.3	10.9
66.3	15
69.4	26.1
65.4	13
63	-3.7
61	-4.31
57.7	-2.34
68.6	24.9
-51.8	-12.9
13.3	23
12.9	22.4
-16.6	-9.78
12.8	21.9
58.3	13.7
-50.5	23.7
45.9	8.31
-59	-15.1
-35.6	43.5
-59.5	-14.8
70.1	24.9
59.9	25.4
-41	25
-47	28.5
69.9	24.4
59.9	25.4
-41	25
69.6	24.8
-41	24.9
69.6	24.8
-42.2	23.4
69.6	24.1
-27	30.8
-45.9	34.3
68.3	23.9
57	34
55.8	8.19
57.9	33.4
57.4	34.8
64.6	35.3
12.7	21.5
23.2	6.88
59.8	34.1
63.2	11.1
59.4	33.3
23	7.65
57.7	35.7
36.1	19.7
58.4	32.4
-49.8	-5.28
68.3	21.6
14.3	-3.14
65.1	13.2
-49.6	-5.27
64.9	18.8
62.9	9.68
59.6	20.2
3.06	60.4
17.9	46.9
-28.1	33.2
12	23.7
3.06	60.4
16.8	48.3
-45.6	4.5
12.9	22.4
56.9	37.3
60	31.4
57.4	36.2
59.7	32.3
5.58	30.9
-54.7	-16.7
12.5	22.8
71.4	23.2
-40.1	23.6
71.4	23.2
-40.9	4.84
-55.2	-16.7
-40.1	23.6
70.2	24.5
-40.7	4.77
-55.2	-16.7
66.3	14.7
-40.9	4.84
70.2	23.8
70.7	24
69.9	27.2
71.3	24.4
45.8	14.6
64.2	14.4
14.7	-1.38
64.3	12.4
-8.24	52.1
32.7	36
4.13	66.4
71.3	25.2
70.8	24.8
-50.1	-15.6
-2.41	37.6
68.9	24.4
13.6	24.3
-29.6	48.4
15.7	25.1
24.5	26.6
53.6	35
-1.91	26.3
27.7	22.1
10.5	21.9
70.8	24.8
14	-3.04
64.7	11.6
71.2	25
71.7	24.1
71.9	24.6
29.6	19.5
71.9	24.6
71.5	25.3
70.2	25.2
70.8	24.8
-48.7	-3.74
65.9	18.5
66.7	15.9
65.5	24.3
65.6	13.7
61.5	17.9
59.7	-0.899
16.6	2.01
7.05	-2.29
6.37	-2
-48.1	-15.8
16.4	1.7
70.4	25.2
-30.6	49.3
